Ligne;Mots retenus;PoS;lemmes;Ner_PERS;Ner_ORG;Ner_LIEU;Ner_COVID
);[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
dimanche;[dimanche];[NC];[dimanche];[];[];[];[]
de;[];[];[];[];[];[];[]
12;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
à;[];[];[];[];[];[];[]
18;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
(;[];[];[];[];[];[];[]
écoute;[écoute];[NC];[écouter];[];[];[];[]
et;[];[];[];[];[];[];[]
soutien;[soutien];[NC];[soutien];[];[];[];[]
psychologique;[psychologique];[ADJ];[psychologique];[];[];[];[]
uniquement;[];[];[];[];[];[];[]
);[];[];[];[];[];[];[]
”;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Ce;[];[];[];[];[];[];[]
numéro;[numéro];[N];[numéro];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
accessible;[accessible];[ADJ];[accessible];[];[];[];[]
aux;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
sourdes;[sourdes];[NC];[sourd];[];[];[];[]
et;[];[];[];[];[];[];[]
malentendantes;[malentendantes];[ADJ];[malentendantes];[];[];[];[]
.;[];[];[];[];[];[];[]
La;[];[];[];[];[];[];[]
Croix;[croix];[N];[croix];[];[];[];[]
-;[];[];[];[];[];[];[]
Rouge;[rouge];[ADJ];[rouge];[];[];[];[]
indique;[indique];[V];[indiquer];[];[];[];[]
aussi;[];[];[];[];[];[];[]
que;[];[];[];[];[];[];[]
“;[];[];[];[];[];[];[]
toutes;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
qui;[];[];[];[];[];[];[]
souhaitent;[souhaitent];[V];[souhaiter];[];[];[];[]
s;[];[];[];[];[];[];[]
’;[];[];[];[];[];[];[]
engager;[engager];[VINF];[engager];[];[];[];[]
dans;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
bénévolat;[bénévolat];[NC];[bénévolat];[];[];[];[]
ponctuel;[ponctuel];[ADJ];[ponctuel];[];[];[];[]
au;[];[];[];[];[];[];[]
sein;[sein];[N];[sein];[];[];[];[]
des;[];[];[];[];[];[];[]
équipes;[équipes];[NC];[équipe];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
Croix;[croix];[N];[croix];[];[];[];[]
-;[];[];[];[];[];[];[]
Rouge;[rouge];[ADJ];[rouge];[];[];[];[]
de;[];[];[];[];[];[];[]
dans;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
Hautes;[hautes];[ADJ];[hautes];[];[];[];[]
-;[];[];[];[];[];[];[]
Alpes;[alpes];[NPP];[alpes];[];[];[alpes];[]
peuvent;[peuvent];[V];[pouvoir];[];[];[];[]
également;[];[];[];[];[];[];[]
appeler;[appeler];[VINF];[appeler];[];[];[];[]
Croix;[croix];[N];[croix];[];[];[];[]
-;[];[];[];[];[];[];[]
Rouge;[rouge];[ADJ];[rouge];[];[];[];[]
chez;[];[];[];[];[];[];[]
vous;[];[];[];[];[];[];[]
”;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Plus;[];[];[];[];[];[];[]
d’informations;[informations];[NC];[information];[];[];[];[]
:;[];[];[];[];[];[];[]
www.croixrougechezvous.fr;[];[];[];[];[];[];[]
La;[];[];[];[];[];[];[]
ville;[ville];[NC];[ville];[];[];[];[]
de;[];[];[];[];[];[];[]
Moûtiers;[moûtiers];[NPP];[moûtiers];[];[];[moûtiers];[]
,;[];[];[];[];[];[];[]
depuis;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
début;[début];[NC];[début];[];[];[];[]
de;[];[];[];[];[];[];[]
l’épidémie;[épidémie];[NC];[épidémie];[];[];[];[épidémie]
du;[];[];[];[];[];[];[]
coronavirus;[coronavirus];[NC];[coronavirus];[];[];[];[coronavirus]
,;[];[];[];[];[];[];[]
travaille;[travaille];[V];[travailler];[];[];[];[]
en;[];[];[];[];[];[];[]
lien;[lien];[NC];[lien];[];[];[];[]
étroit;[étroit];[ADJ];[étroit];[];[];[];[]
avec;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
professionnels;[professionnels];[NC];[professionnel];[];[];[];[]
de;[];[];[];[];[];[];[]
santé;[santé];[NC];[santé];[];[];[];[]
locaux;[locaux];[ADJ];[local];[];[];[];[]
et;[];[];[];[];[];[];[]
l’Agence;[agence];[N];[agence];[];[];[];[]
Régionale;[régionale];[ADJ];[régionale];[];[];[];[]
de;[];[];[];[];[];[];[]
Santé;[santé];[NC];[santé];[];[];[];[]
pour;[];[];[];[];[];[];[]
apporter;[apporter];[VINF];[apporter];[];[];[];[]
les;[];[];[];[];[];[];[]
meilleures;[meilleures];[ADJ];[meilleur];[];[];[];[]
réponses;[réponses];[NC];[réponse];[];[];[];[]
aux;[];[];[];[];[];[];[]
habitants;[habitants];[NC];[habitant];[];[];[];[]
du;[];[];[];[];[];[];[]
territoire;[territoire];[NC];[territoire];[];[];[];[]
face;[face];[N];[face];[];[];[];[]
aux;[];[];[];[];[];[];[]
incidences;[incidences];[NC];[incidence];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
COVID;[covid];[NPP];[covid];[];[];[];[]
19;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
dépistage;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
virus;[virus];[NC];[virus];[];[];[];[virus]
fait;[fait];[N];[faire];[];[];[];[]
partie;[partie];[NC];[partie];[];[];[];[]
des;[];[];[];[];[];[];[]
enjeux;[enjeux];[NC];[enjeu];[];[];[];[]
majeurs;[majeurs];[ADJ];[majeur];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
lutte;[lutte];[NC];[lutte];[];[];[];[]
contre;[];[];[];[];[];[];[]
l’épidémie;[épidémie];[NC];[épidémie];[];[];[];[épidémie]
.;[];[];[];[];[];[];[]
Dans;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
contexte;[contexte];[NC];[contexte];[];[];[];[]
actuel;[actuel];[ADJ];[actuel];[];[];[];[]
de;[];[];[];[];[];[];[]
forte;[forte];[ADJ];[fort];[];[];[];[]
circulation;[circulation];[NC];[circulation];[];[];[];[]
du;[];[];[];[];[];[];[]
virus;[virus];[NC];[virus];[];[];[];[virus]
,;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
ville;[ville];[NC];[ville];[];[];[];[]
de;[];[];[];[];[];[];[]
Moûtiers;[moûtiers];[NPP];[moûtiers];[];[];[moûtiers];[]
entend;[entend];[V];[entendre];[];[];[];[]
ainsi;[];[];[];[];[];[];[]
prendre;[prendre];[VINF];[prendre];[];[];[];[]
une;[];[];[];[];[];[];[]
part;[part];[N];[part];[];[];[];[]
significative;[significative];[ADJ];[significatif];[];[];[];[]
dans;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
combat;[combat];[NC];[combat];[];[];[];[]
contre;[];[];[];[];[];[];[]
l’épidémie;[épidémie];[NC];[épidémie];[];[];[];[épidémie]
.;[];[];[];[];[];[];[]
Aussi;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
grâce;[grâce];[N];[grâce];[];[];[];[]
à;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
travail;[travail];[NC];[travail];[];[];[];[]
partenarial;[partenarial];[ADJ];[partenarial];[];[];[];[]
avec;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
maison;[maison];[NC];[maison];[];[];[];[]
de;[];[];[];[];[];[];[]
santé;[santé];[NC];[santé];[];[];[];[]
et;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
pharmacie;[pharmacie];[NC];[pharmacie];[];[];[];[]
de;[];[];[];[];[];[];[]
Moûtiers;[moûtiers];[NPP];[moûtiers];[];[];[moûtiers];[]
,;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
centre;[centre];[NC];[centre];[];[];[];[]
dédié;[dédié];[VPP];[dédier];[];[];[];[]
aux;[];[];[];[];[];[];[]
tests;[tests];[NC];[test];[];[];[];[]
antigéniques;[antigéniques];[ADJ];[antigéniques];[];[];[];[]
va;[va];[V];[aller];[];[];[];[]
ouvrir;[ouvrir];[VINF];[ouvrir];[];[];[];[]
très;[];[];[];[];[];[];[]
prochainement;[];[];[];[];[];[];[]
dans;[];[];[];[];[];[];[]
l’ancienne;[ancienne];[ADJ];[ancien];[];[];[];[]
librairie;[librairie];[NC];[librairie];[];[];[];[]
située;[située];[VPP];[situer];[];[];[];[]
5;[];[];[];[];[];[];[]
Grande;[grande];[ADJ];[grande];[];[];[];[]
Rue;[rue];[NC];[rue];[];[];[];[]
à;[];[];[];[];[];[];[]
Moûtiers;[moûtiers];[NPP];[moûtiers];[];[];[moûtiers];[]
.;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
tests;[tests];[NC];[test];[];[];[];[]
antigéniques;[antigéniques];[ADJ];[antigéniques];[];[];[];[]
seront;[seront];[V];[être];[];[];[];[]
réalisés;[réalisés];[VPP];[réaliser];[];[];[];[]
par;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
professionnel;[professionnel];[ADJ];[professionnel];[];[];[];[]
de;[];[];[];[];[];[];[]
santé;[santé];[NC];[santé];[];[];[];[]
au;[];[];[];[];[];[];[]
moyen;[moyen];[ADJ];[moyen];[];[];[];[]
d’un;[];[];[];[];[];[];[]
prélèvement;[prélèvement];[NC];[prélèvement];[];[];[];[]
nasal;[nasal];[ADJ];[nasal];[];[];[];[]
.;[];[];[];[];[];[];[]
Réalisés;[réalisés];[VPP];[réalisés];[];[];[];[]
sans;[];[];[];[];[];[];[]
ordonnance;[ordonnance];[NC];[ordonnance];[];[];[];[]
et;[];[];[];[];[];[];[]
totalement;[];[];[];[];[];[];[]
pris;[pris];[V];[prendre];[];[];[];[]
en;[];[];[];[];[];[];[]
charge;[charge];[NC];[charger];[];[];[];[]
par;[];[];[];[];[];[];[]
l’Assurance;[assurance];[NC];[assurance];[];[];[];[]
maladie;[maladie];[NC];[maladie];[];[];[];[]
,;[];[];[];[];[];[];[]
ils;[];[];[];[];[];[];[]
permettront;[permettront];[V];[permettre];[];[];[];[]
d’avoir;[avoir];[VINF];[avoir];[];[];[];[]
un;[];[];[];[];[];[];[]
résultat;[résultat];[NC];[résultat];[];[];[];[]
rapide;[rapide];[ADJ];[rapide];[];[];[];[]
,;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
15;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
30;[];[];[];[];[];[];[]
minutes;[minutes];[NC];[minute];[];[];[];[]
.;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
modalités;[modalités];[NC];[modalité];[];[];[];[]
de;[];[];[];[];[];[];[]
prise;[prise];[N];[prendre];[];[];[];[]
de;[];[];[];[];[];[];[]
rendez;[rendez];[V];[rendre];[];[];[];[]
-;[];[];[];[];[];[];[]
vous;[];[];[];[];[];[];[]
seront;[seront];[V];[être];[];[];[];[]
communiquées;[communiquées];[VPP];[communiquer];[];[];[];[]
dès;[];[];[];[];[];[];[]
que;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
dispositif;[dispositif];[NC];[dispositif];[];[];[];[]
sera;[sera];[V];[être];[];[];[];[]
opérationnel;[opérationnel];[ADJ];[opérationnel];[];[];[];[]
.;[];[];[];[];[];[];[]
Dès;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
première;[première];[ADJ];[premier];[];[];[];[]
vague;[vague];[NC];[vague];[];[];[];[]
,;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
ville;[ville];[NC];[ville];[];[];[];[]
a;[];[];[];[];[];[];[]
mis;[mis];[V];[mettre];[];[];[];[]
à;[];[];[];[];[];[];[]
disposition;[disposition];[NC];[disposition];[];[];[];[]
du;[];[];[];[];[];[];[]
laboratoire;[laboratoire];[NC];[laboratoire];[];[];[];[]
d’analyse;[analyse];[NC];[analyse];[];[];[];[]
des;[];[];[];[];[];[];[]
locaux;[locaux];[ADJ];[local];[];[];[];[]
,;[];[];[];[];[];[];[]
situés;[situés];[VPP];[situer];[];[];[];[]
53;[];[];[];[];[];[];[]
Place;[place];[NC];[place];[];[];[];[]
de;[];[];[];[];[];[];[]
l’Hôtel;[hôtel];[NC];[hôtel];[];[];[];[]
de;[];[];[];[];[];[];[]
ville;[ville];[NC];[ville];[];[];[];[]
(;[];[];[];[];[];[];[]
entrée;[entrée];[NC];[entrée];[];[];[];[]
à;[];[];[];[];[];[];[]
l’arrière;[arrière];[NC];[arrière];[];[];[];[]
du;[];[];[];[];[];[];[]
bâtiment;[bâtiment];[N];[bâtiment];[];[];[];[]
de;[];[];[];[];[];[];[]
l’Inspection;[inspection];[NC];[inspection];[];[];[];[]
académique;[académique];[ADJ];[académique];[];[];[];[]
);[];[];[];[];[];[];[]
permettant;[permettant];[VPR];[permettre];[];[];[];[]
d’effectuer;[effectuer];[VINF];[effectuer];[];[];[];[]
des;[];[];[];[];[];[];[]
tests;[tests];[NC];[test];[];[];[];[]
RT;[rt];[NC];[rt];[];[];[];[]
-;[];[];[];[];[];[];[]
PCR;[pcr];[NC];[pcr];[];[];[];[pcr]
.;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
rendez;[rendez];[V];[rendre];[];[];[];[]
-;[];[];[];[];[];[];[]
vous;[];[];[];[];[];[];[]
peuvent;[peuvent];[V];[pouvoir];[];[];[];[]
être;[être];[VINF];[être];[];[];[];[]
pris;[pris];[V];[prendre];[];[];[];[]
sur;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
plateforme;[plateforme];[ADJ];[plateforme];[];[];[];[]
pds.synlab.fr;[pds, synlab, fr];[ET, NC, ET];[pds, synlab, fr];[];[];[];[]
ou;[];[];[];[];[];[];[]
par;[];[];[];[];[];[];[]
téléphone;[téléphone];[NC];[téléphone];[];[];[];[]
au;[];[];[];[];[];[];[]
4;[];[];[];[];[];[];[]
56;[];[];[];[];[];[];[]
19;[];[];[];[];[];[];[]
3;[];[];[];[];[];[];[]
15;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
groupe;[groupe];[NC];[groupe];[];[];[];[]
de;[];[];[];[];[];[];[]
parents;[parents];[NC];[parent];[];[];[];[]
issus;[issus];[VPP];[issu];[];[];[];[]
du;[];[];[];[];[];[];[]
Genevois;[genevois];[NPP];[genevois];[];[];[];[]
baptisé;[baptisé];[VPP];[baptiser];[];[];[];[]
Collectif;[collectif];[ADJ];[collectif];[];[];[];[]
partage;[partage];[V];[partager];[];[];[];[]
parents;[parents];[NC];[parent];[];[];[];[]
solidaire;[solidaire];[ADJ];[solidaire];[];[];[];[]
(;[];[];[];[];[];[];[]
150;[];[];[];[];[];[];[]
membres;[membres];[NC];[membre];[];[];[];[]
);[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
en;[];[];[];[];[];[];[]
train;[train];[N];[train];[];[];[];[]
de;[];[];[];[];[];[];[]
mettre;[mettre];[V];[mettre];[];[];[];[]
sur;[];[];[];[];[];[];[]
pied;[pied];[NC];[pied];[];[];[];[]
deux;[];[];[];[];[];[];[]
manifestations;[manifestations];[NC];[manifestation];[];[];[];[]
«;[];[];[];[];[];[];[]
pour;[];[];[];[];[];[];[]
retrouver;[retrouver];[VINF];[retrouver];[];[];[];[]
[;[];[];[];[];[];[];[]
nos;[];[];[];[];[];[];[]
];[];[];[];[];[];[];[]
libertés;[libertés];[NC];[liberté];[];[];[];[]
»;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
notamment;[];[];[];[];[];[];[]
celle;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
pouvoir;[pouvoir];[NC];[pouvoir];[];[];[];[]
choisir;[choisir];[VINF];[choisir];[];[];[];[]
de;[];[];[];[];[];[];[]
ne;[];[];[];[];[];[];[]
pas;[];[];[];[];[];[];[]
masquer;[masquer];[VINF];[masquer];[];[];[];[]
son;[];[];[];[];[];[];[]
enfant;[enfant];[NC];[enfant];[];[];[];[]
pour;[];[];[];[];[];[];[]
aller;[aller];[VINF];[aller];[];[];[];[]
à;[];[];[];[];[];[];[]
l’école;[école];[NC];[école];[];[];[];[]
.;[];[];[];[];[];[];[]
Ces;[];[];[];[];[];[];[]
deux;[];[];[];[];[];[];[]
rendez;[rendez];[V];[rendre];[];[];[];[]
-;[];[];[];[];[];[];[]
vous;[];[];[];[];[];[];[]
auront;[auront];[V];[avoir];[];[];[];[]
lieu;[lieu];[N];[lieu];[];[];[];[]
les;[];[];[];[];[];[];[]
samedis;[samedis];[VPP];[samedi];[];[];[];[]
21;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
28;[];[];[];[];[];[];[]
novembre;[novembre];[NC];[novembre];[];[];[];[]
,;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
16;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
,;[];[];[];[];[];[];[]
place;[place];[NC];[place];[];[];[];[]
de;[];[];[];[];[];[];[]
l’Hôtel;[hôtel];[NC];[hôtel];[];[];[];[]
-;[];[];[];[];[];[];[]
de-Ville;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
Annemasse;[annemasse];[NPP];[annemasse];[];[];[annemasse];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
collectif;[collectif];[NC];[collectif];[];[];[];[]
précise;[précise];[V];[précis];[];[];[];[]
que;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
demandes;[demandes];[NC];[demander];[];[];[];[]
d’autorisations;[autorisations];[NC];[autorisation];[];[];[];[]
de;[];[];[];[];[];[];[]
manifestations;[manifestations];[NC];[manifestation];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
toujours;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
cours;[cours];[N];[cours];[];[];[];[]
.;[];[];[];[];[];[];[]
«;[];[];[];[];[];[];[]
C’est;[est];[V];[être];[];[];[];[]
une;[];[];[];[];[];[];[]
façon;[façon];[NC];[façon];[];[];[];[]
de;[];[];[];[];[];[];[]
toucher;[toucher];[VINF];[toucher];[];[];[];[]
plus;[];[];[];[];[];[];[]
largement;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
parents;[parents];[NC];[parent];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
zone;[zone];[NC];[zone];[];[];[];[]
dans;[];[];[];[];[];[];[]
laquelle;[];[];[];[];[];[];[]
on;[];[];[];[];[];[];[]
vit;[vit];[V];[vivre];[];[];[];[]
et;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
rallier;[rallier];[VINF];[rallier];[];[];[];[]
à;[];[];[];[];[];[];[]
notre;[];[];[];[];[];[];[]
cause;[cause];[N];[cause];[];[];[];[]
certains;[];[];[];[];[];[];[]
d’entre;[];[];[];[];[];[];[]
eux;[];[];[];[];[];[];[]
qui;[];[];[];[];[];[];[]
pensent;[pensent];[V];[penser];[];[];[];[]
être;[être];[VINF];[être];[];[];[];[]
seuls;[seuls];[ADJ];[seul];[];[];[];[]
à;[];[];[];[];[];[];[]
voir;[voir];[VINF];[voir];[];[];[];[]
le;[];[];[];[];[];[];[]
masque;[masque];[ADJ];[masque];[];[];[];[]
comme;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
danger;[danger];[NC];[danger];[];[];[];[]
pour;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
santé;[santé];[NC];[santé];[];[];[];[]
de;[];[];[];[];[];[];[]
leur;[];[];[];[];[];[];[]
enfant;[enfant];[NC];[enfant];[];[];[];[]
»;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
précise;[précise];[V];[précis];[];[];[];[]
Grazia;[grazia];[NPP];[grazia];[];[];[];[]
Gullotta;[gullotta];[NPP];[gullotta];[];[];[];[]
.;[];[];[];[];[];[];[]
«;[];[];[];[];[];[];[]
Mais;[];[];[];[];[];[];[]
nous;[];[];[];[];[];[];[]
sommes;[sommes];[NC];[être];[];[];[];[]
beaucoup;[];[];[];[];[];[];[]
plus;[];[];[];[];[];[];[]
nombreux;[nombreux];[ADJ];[nombreux];[];[];[];[]
qu’il;[];[];[];[];[];[];[]
n;[];[];[];[];[];[];[]
’;[];[];[];[];[];[];[]
y;[];[];[];[];[];[];[]
paraît;[paraît];[V];[paraître];[];[];[];[]
!;[];[];[];[];[];[];[]
»;[];[];[];[];[];[];[]
Si;[];[];[];[];[];[];[]
on;[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
encore;[];[];[];[];[];[];[]
loin;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
collectif;[collectif];[NC];[collectif];[];[];[];[]
“;[];[];[];[];[];[];[]
Appel;[appel];[NC];[appel];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
grève;[grève];[NC];[grève];[];[];[];[]
contre;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
port;[port];[NC];[port];[];[];[];[]
du;[];[];[];[];[];[];[]
masque;[masque];[ADJ];[masque];[];[];[];[]
”;[];[];[];[];[];[];[]
qui;[];[];[];[];[];[];[]
affiche;[affiche];[V];[affiche];[];[];[];[]
pas;[];[];[];[];[];[];[]
moins;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
3;[];[];[];[];[];[];[]
540;[];[];[];[];[];[];[]
membres;[membres];[NC];[membre];[];[];[];[]
,;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
qui;[];[];[];[];[];[];[]
fait;[fait];[N];[faire];[];[];[];[]
la;[];[];[];[];[];[];[]
grève;[grève];[NC];[grève];[];[];[];[]
de;[];[];[];[];[];[];[]
l’école;[école];[NC];[école];[];[];[];[]
chaque;[];[];[];[];[];[];[]
vendredi;[vendredi];[NC];[vendredi];[];[];[];[]
,;[];[];[];[];[];[];[]
on;[];[];[];[];[];[];[]
observe;[observe];[V];[observer];[];[];[];[]
tout;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
même;[];[];[];[];[];[];[]
que;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
mouvement;[mouvement];[NC];[mouvement];[];[];[];[]
dans;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
Genevois;[genevois];[NPP];[genevois];[];[];[];[]
prend;[prend];[V];[prendre];[];[];[];[]
de;[];[];[];[];[];[];[]
l’ampleur;[ampleur];[NC];[ampleur];[];[];[];[]
et;[];[];[];[];[];[];[]
s;[];[];[];[];[];[];[]
’;[];[];[];[];[];[];[]
organise;[organise];[V];[organiser];[];[];[];[]
.;[];[];[];[];[];[];[]
Pour;[];[];[];[];[];[];[]
rappel;[rappel];[NC];[rappel];[];[];[];[]
,;[];[];[];[];[];[];[]
au;[];[];[];[];[];[];[]
niveau;[niveau];[NC];[niveau];[];[];[];[]
national;[national];[ADJ];[national];[];[];[];[]
,;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
pétition;[pétition];[NC];[pétition];[];[];[];[]
en;[];[];[];[];[];[];[]
ligne;[ligne];[NC];[ligne];[];[];[];[]
;[];[];[];[];[];[];[]
contre;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
port;[port];[NC];[port];[];[];[];[]
du;[];[];[];[];[];[];[]
masque;[masque];[ADJ];[masque];[];[];[];[]
dès;[];[];[];[];[];[];[]
6;[];[];[];[];[];[];[]
ans;[ans];[NC];[an];[];[];[];[]
;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
déjà;[];[];[];[];[];[];[]
enregistré;[enregistré];[VPP];[enregistrer];[];[];[];[]
200;[];[];[];[];[];[];[]
0;[];[];[];[];[];[];[]
signatures;[signatures];[NC];[signature];[];[];[];[]
de;[];[];[];[];[];[];[]
parents;[parents];[NC];[parent];[];[];[];[]
.;[];[];[];[];[];[];[]
Emmanuel;[emmanuel];[NPP];[emmanuel];[];[];[];[]
Macron;[macron];[NPP];[macron];[macron];[];[];[]
va;[va];[V];[aller];[];[];[];[]
prendre;[prendre];[VINF];[prendre];[];[];[];[]
ce;[];[];[];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
matin;[matin];[NC];[matin];[];[];[];[]
le;[];[];[];[];[];[];[]
pouls;[pouls];[NC];[pouls];[];[];[];[]
d’un;[];[];[];[];[];[];[]
monde;[monde];[NC];[monde];[];[];[];[]
du;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
français;[français];[ADJ];[français];[];[];[];[]
qui;[];[];[];[];[];[];[]
se;[];[];[];[];[];[];[]
sent;[sent];[V];[sentir];[];[];[];[]
délaissé;[délaissé];[VPP];[délaisser];[];[];[];[]
et;[];[];[];[];[];[];[]
réclame;[réclame];[V];[réclamer];[];[];[];[]
un;[];[];[];[];[];[];[]
plan;[plan];[NC];[plan];[];[];[];[]
d’urgence;[urgence];[NC];[urgence];[];[];[];[]
pour;[];[];[];[];[];[];[]
ne;[];[];[];[];[];[];[]
pas;[];[];[];[];[];[];[]
sombrer;[sombrer];[VINF];[sombrer];[];[];[];[]
dans;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
prochains;[prochains];[ADJ];[prochain];[];[];[];[]
mois;[mois];[NC];[mois];[];[];[];[]
.;[];[];[];[];[];[];[]
Vers;[];[];[];[];[];[];[]
d'autres;[autres];[ADJ];[autres];[];[];[];[]
mois;[mois];[NC];[mois];[];[];[];[]
difficile;[difficile];[ADJ];[difficile];[];[];[];[]
Le;[];[];[];[];[];[];[]
premier;[premier];[ADJ];[premier];[];[];[];[]
confinement;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
printemps;[printemps];[NC];[printemps];[];[];[];[]
avait;[avait];[V];[avoir];[];[];[];[]
figé;[figé];[VPP];[figer];[];[];[];[]
toute;[toute];[ADJ];[toute];[];[];[];[]
la;[];[];[];[];[];[];[]
France;[france];[NPP];[france];[];[];[france];[]
,;[];[];[];[];[];[];[]
stades;[stades];[NC];[stade];[];[];[];[]
compris;[compris];[VPP];[comprendre];[];[];[];[]
au;[];[];[];[];[];[];[]
grand;[grand];[ADJ];[grand];[];[];[];[]
dam;[dam];[NC];[dam];[];[];[];[]
du;[];[];[];[];[];[];[]
football;[football];[NC];[football];[];[];[];[]
français;[français];[ADJ];[français];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
deuxième;[deuxième];[ADJ];[deuxième];[];[];[];[]
laisse;[laisse];[V];[laisser];[];[];[];[]
les;[];[];[];[];[];[];[]
professionnels;[professionnels];[NC];[professionnel];[];[];[];[]
fouler;[fouler];[VINF];[fouler];[];[];[];[]
les;[];[];[];[];[];[];[]
pelouses;[pelouses];[NC];[pelouse];[];[];[];[]
et;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
parquets;[parquets];[NC];[parquet];[];[];[];[]
mais;[];[];[];[];[];[];[]
sans;[];[];[];[];[];[];[]
spectateurs;[spectateurs];[NC];[spectateur];[];[];[];[]
,;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
donc;[];[];[];[];[];[];[]
sans;[];[];[];[];[];[];[]
recettes;[recettes];[NC];[recette];[];[];[];[]
,;[];[];[];[];[];[];[]
laissant;[laissant];[VPR];[laisser];[];[];[];[]
présager;[présager];[VINF];[présager];[];[];[];[]
des;[];[];[];[];[];[];[]
